graph_id,observer_id,size,is_whole,genuine_feedback,boundary_in_edges,boundary_out_edges,boundary_total_edges,boundary_in_nodes,boundary_targets,boundary_mi_bits,boundary_mi_norm,boundary_h_input_bits,live_boundary,vertices
33,1,4,0,1,3,0,3,3,3,1.798170348847302,0.299695058141217,6.0,1,4 5 6 7
33,2,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,8 9 10 11
33,3,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,12 13 14
33,4,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,15 16 17
34,0,4,0,1,1,0,1,1,1,0.047745459000161805,0.023872729500080903,2.0,0,0 1 2 3
34,1,4,0,1,1,0,1,1,1,0.4300365325772657,0.21501826628863285,2.0,1,4 5 6 7
34,2,3,0,1,4,0,4,3,3,1.1516197814823048,0.1919366302470508,6.0,1,12 13 14
34,3,3,0,1,1,2,3,1,1,0.5487949406953985,0.27439747034769923,2.0,1,15 16 17
34,4,4,0,1,0,5,5,0,0,0.0,0.0,0.0,0,8 9 10 11
35,0,4,0,1,6,0,6,5,4,1.87787316872625,0.24465155935573668,7.675704882778696,1,0 1 2 3
35,1,4,0,1,1,0,1,1,1,0.47097540958061535,0.23548770479030767,2.0,1,4 5 6 7
35,2,3,0,1,1,2,3,1,1,0.050833928331330824,0.025416964165665412,2.0,1,12 13 14
35,3,4,0,1,0,4,4,0,0,0.0,0.0,0.0,0,8 9 10 11
35,4,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,15 16 17
36,0,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0 1 2 3
36,1,4,0,1,3,0,3,2,2,0.8060130949256674,0.20150327373141685,4.0,1,4 5 6 7
36,2,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,8 9 10 11
36,3,3,0,1,0,2,2,0,0,0.0,0.0,0.0,0,12 13 14
36,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
37,0,4,0,1,2,0,2,2,2,0.9850730651545314,0.24626826628863285,4.0,1,0 1 2 3
37,1,3,0,1,2,2,4,2,1,0.5686448213655524,0.1421612053413881,4.0,1,12 13 14
37,2,3,0,1,1,0,1,1,1,0.5794340029249652,0.2897170014624826,2.0,1,15 16 17
37,3,4,0,1,1,1,2,1,1,0.47460175271458116,0.23730087635729058,2.0,1,8 9 10 11
37,4,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,4 5 6 7
