kB,kA,q,w,horizon,observer_init,n_rec_B,n_A_states,n_joint_states,n_schedules,logRecB_bits,memory_bits,cut_bits,physical_bound_bits,signature_classes,signature_bits,zero_error_code_size,zero_error_exact,zero_error_bits,shannon_capacity_bits,zero_error_over_volume,capacity_over_volume,capacity_per_boundary_symbol,nontrivial_sccs,interface,seed,extra_B,extra_A
3,2,4,1,3,zero,28,16,1024,12,4.807354922057604,4.0,6.0,4.0,9,3.169925001442312,1,True,0.0,0.6223279085274039,0.0,0.12945328951519153,0.31116395426370197,2,"((0, 0),)",27797,3,2
3,2,4,1,1,zero,26,16,1024,12,4.700439718141092,4.0,2.0,2.0,4,2.0,1,True,0.0,0.569753341618063,0.0,0.12121277492808406,0.2848766708090315,2,"((0, 0),)",27798,3,2
3,2,4,1,2,zero,26,16,1024,12,4.700439718141092,4.0,4.0,4.0,2,1.0,1,True,0.0,0.42235309192539683,0.0,0.08985395351318899,0.21117654596269841,2,"((0, 0),)",27798,3,2
3,2,4,1,3,zero,26,16,1024,12,4.700439718141092,4.0,6.0,4.0,2,1.0,1,True,0.0,0.26152209119991066,0.0,0.05563779281980372,0.13076104559995533,2,"((0, 0),)",27798,3,2
3,2,4,1,1,zero,26,16,1024,12,4.700439718141092,4.0,2.0,2.0,3,1.584962500721156,1,True,0.0,0.5849625005846887,0.0,0.12444846347609942,0.29248125029234434,2,"((0, 0),)",27799,3,2
3,2,4,1,2,zero,26,16,1024,12,4.700439718141092,4.0,4.0,4.0,2,1.0,1,True,0.0,0.5187659324230014,0.0,0.11036540484092423,0.2593829662115007,2,"((0, 0),)",27799,3,2
3,2,4,1,3,zero,26,16,1024,12,4.700439718141092,4.0,6.0,4.0,1,0.0,1,True,0.0,0.2600136900137528,0.0,0.05531688642027342,0.1300068450068764,2,"((0, 0),)",27799,3,2
3,2,4,1,1,zero,19,16,1024,12,4.247927513443585,4.0,2.0,2.0,7,2.807354922057604,2,True,1.0,1.271553302932481,0.23540891336663824,0.29933498133109515,0.6357766514662405,2,"((0, 0),)",27800,3,2
3,2,4,1,2,zero,19,16,1024,12,4.247927513443585,4.0,4.0,4.0,5,2.321928094887362,1,True,0.0,0.4074233118975837,0.0,0.09591107913404712,0.20371165594879184,2,"((0, 0),)",27800,3,2
3,2,4,1,3,zero,19,16,1024,12,4.247927513443585,4.0,6.0,4.0,2,1.0,1,True,0.0,0.16118367654249188,0.0,0.037944074147307716,0.08059183827124594,2,"((0, 0),)",27800,3,2
