kB,kA,q,w,horizon,phase_mode,phase_protocol,phase_vertex,observer_init,n_phase_labels,phase_labels,phase_entropy_bits,phase_mi_bits_uniform,phase_capacity_bits,phase_zero_error_code_size,phase_zero_error_exact,phase_zero_error_bits,memory_bits,cut_bits,physical_bound_bits,phase_mi_over_entropy,phase_capacity_over_entropy,phase_capacity_per_boundary_symbol,bulk_capacity_bits,bulk_zero_error_bits,logRecB_bits,phase_capacity_over_bulk_capacity,phase_capacity_over_volume,n_rec_B,n_A_states,n_joint_states,n_schedules,nontrivial_sccs,interface,seed,instance,extra_B,extra_A
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0011238447503755414,0.0015608798339934735,1,True,0.0,6.0,24.0,2.0,0.0005619223751877707,0.0007804399169967367,0.0003902199584983684,1.1699294388559023,1.0,6.247927513443585,0.0013341657899641278,0.0002498236144121308,76,64,16384,144,2,"((0, 0), (1, 1))",49046,11,4,3
4,3,4,2,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.012148662791515212,0.022154456560524116,1,True,0.0,6.0,24.0,2.0,0.006074331395757606,0.011077228280262058,0.005538614140131029,1.1699294388559023,1.0,6.247927513443585,0.018936574997368567,0.003545888858802324,76,64,16384,144,2,"((0, 0), (1, 1))",49046,11,4,3
4,3,4,2,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.048165690209403866,0.08388309606624757,1,True,0.0,6.0,4.0,2.0,0.024082845104701933,0.041941548033123784,0.020970774016561892,1.575274625683185,0.0,6.22881869049588,0.053249823680660176,0.013466934941329875,75,64,16384,144,2,"((0, 0), (1, 1))",49047,12,4,3
4,3,4,2,1,erased_value,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.14220907320119733,0.18731317329901023,1,True,0.0,6.0,4.0,1.584962500721156,0.08972393551045679,0.11818145427023223,0.04682829332475256,1.575274625683185,0.0,6.22881869049588,0.11890826541929087,0.030072022097033958,75,64,16384,144,2,"((0, 0), (1, 1))",49047,12,4,3
4,3,4,2,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.003990690693350918,0.004204871487245314,1,True,0.0,6.0,12.0,2.0,0.001995345346675459,0.002102435743622657,0.0010512178718113285,0.3060685959804962,0.0,6.22881869049588,0.013738330369291674,0.0006750672472873924,75,64,16384,144,2,"((0, 0), (1, 1))",49047,12,4,3
4,3,4,2,3,erased_value,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.003648379817096783,0.003891334294543243,1,True,0.0,6.0,12.0,1.584962500721156,0.002301871378935952,0.0024551585875203295,0.0009728335736358107,0.3060685959804962,0.0,6.22881869049588,0.012713928660590885,0.0006247307054354878,75,64,16384,144,2,"((0, 0), (1, 1))",49047,12,4,3
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00012896542131511152,0.00013064214507871457,1,True,0.0,6.0,24.0,2.0,6.448271065755576e-05,6.532107253935729e-05,3.266053626967864e-05,0.03615818741720415,0.0,6.22881869049588,0.0036130722917973135,2.097382370080097e-05,75,64,16384,144,2,"((0, 0), (1, 1))",49047,12,4,3
4,3,4,2,6,erased_value,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.00020919961676959652,0.0002144572778039571,1,True,0.0,6.0,24.0,1.584962500721156,0.00013199026265568487,0.00013530747743645624,5.3614319450989274e-05,0.03615818741720415,0.0,6.22881869049588,0.005931084855816579,3.442984752970615e-05,75,64,16384,144,2,"((0, 0), (1, 1))",49047,12,4,3
4,3,4,2,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.024029938226739277,0.031744735947107694,1,True,0.0,6.0,4.0,2.0,0.012014969113369639,0.015872367973553847,0.007936183986776923,1.2684967269860117,0.0,6.20945336562895,0.025025477221793224,0.005112323755070556,74,64,16384,144,2,"((0, 0), (1, 1))",49048,13,4,3
4,3,4,2,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.20183347360466727,0.24926180372322265,1,True,0.0,6.0,4.0,2.0,0.10091673680233364,0.12463090186161133,0.06231545093080566,1.2684967269860117,0.0,6.20945336562895,0.19650173186924697,0.04014231028820604,74,64,16384,144,2,"((0, 0), (1, 1))",49048,13,4,3
4,3,4,2,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.002880061824159596,0.0032339342628800835,1,True,0.0,6.0,12.0,2.0,0.001440030912079798,0.0016169671314400418,0.0008084835657200209,0.5652681374765386,0.0,6.20945336562895,0.005721062356914302,0.0005208082052408685,74,64,16384,144,2,"((0, 0), (1, 1))",49048,13,4,3
4,3,4,2,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.01987440352810143,0.023377012721131723,1,True,0.0,6.0,12.0,2.0,0.009937201764050715,0.011688506360565861,0.005844253180282931,0.5652681374765386,0.0,6.20945336562895,0.041355617221750775,0.0037647456780221565,74,64,16384,144,2,"((0, 0), (1, 1))",49048,13,4,3
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0003109320064884348,0.00038396976205575596,1,True,0.0,6.0,24.0,2.0,0.0001554660032442174,0.00019198488102787798,9.599244051393899e-05,0.37255561138837057,0.0,6.20945336562895,0.0010306374412798382,6.18363226916455e-05,74,64,16384,144,2,"((0, 0), (1, 1))",49048,13,4,3
4,3,4,2,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.007902428807875858,0.012980426660431128,1,True,0.0,6.0,24.0,2.0,0.003951214403937929,0.006490213330215564,0.003245106665107782,0.37255561138837057,0.0,6.20945336562895,0.03484158140058098,0.0020904298488303974,74,64,16384,144,2,"((0, 0), (1, 1))",49048,13,4,3
4,3,4,2,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.026785521156499927,0.03382485245033312,1,True,0.0,6.0,4.0,2.0,0.013392760578249964,0.01691242622516656,0.00845621311258328,1.286095064380925,0.0,5.832890014164741,0.026300429406138075,0.005798986843261569,57,64,16384,144,2,"((0, 0), (1, 1))",49049,14,4,3
4,3,4,2,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.11178126843034789,0.12931117417645,1,True,0.0,6.0,4.0,2.0,0.05589063421517394,0.064655587088225,0.0323277935441125,1.286095064380925,0.0,5.832890014164741,0.10054557999466023,0.022169314672902694,57,64,16384,144,2,"((0, 0), (1, 1))",49049,14,4,3
4,3,4,2,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.007977519760002098,0.010005278860115412,1,True,0.0,6.0,12.0,2.0,0.003988759880001049,0.005002639430057706,0.002501319715028853,0.2748680867897549,0.0,5.832890014164741,0.03640029287127973,0.0017153210219665266,57,64,16384,144,2,"((0, 0), (1, 1))",49049,14,4,3
4,3,4,2,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.010424818145576595,0.013852417147000402,1,True,0.0,6.0,12.0,2.0,0.005212409072788297,0.006926208573500201,0.0034631042867501005,0.2748680867897549,0.0,5.832890014164741,0.05039660045218724,0.0023748805674992726,57,64,16384,144,2,"((0, 0), (1, 1))",49049,14,4,3
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0002178124802279682,0.00022062163708990213,1,True,0.0,6.0,24.0,2.0,0.0001089062401139841,0.00011031081854495106,5.515540927247553e-05,0.03602645756737793,0.0,5.832890014164741,0.006123878171404666,3.782372658392989e-05,57,64,16384,144,2,"((0, 0), (1, 1))",49049,14,4,3
4,3,4,2,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00029471196482081766,0.00032168113199823465,1,True,0.0,6.0,24.0,2.0,0.00014735598241040883,0.00016084056599911732,8.042028299955866e-05,0.03602645756737793,0.0,5.832890014164741,0.008929024770104457,5.514952814420568e-05,57,64,16384,144,2,"((0, 0), (1, 1))",49049,14,4,3
4,3,4,2,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.043628908765223816,0.0624590231546802,1,True,0.0,6.0,4.0,2.0,0.021814454382611908,0.0312295115773401,0.01561475578867005,1.6196420481940526,1.0,5.129283016944966,0.03856347346892099,0.012176950062677803,35,64,16384,144,2,"((0, 0), (1, 1))",49050,15,4,3
4,3,4,2,1,erased_value,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.23730820640375624,0.28031163074159193,1,True,0.0,6.0,4.0,1.584962500721156,0.1497248081868065,0.17685694810700597,0.07007790768539798,1.6196420481940526,1.0,5.129283016944966,0.17307011203750078,0.05464928135483296,35,64,16384,144,2,"((0, 0), (1, 1))",49050,15,4,3
4,3,4,2,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.007391097837937812,0.008027069971863074,1,True,0.0,6.0,12.0,2.0,0.003695548918968906,0.004013534985931537,0.0020067674929657685,0.597858643346518,0.0,5.129283016944966,0.013426367689411486,0.0015649497103874077,35,64,16384,144,2,"((0, 0), (1, 1))",49050,15,4,3
4,3,4,2,3,erased_value,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.013518560222519427,0.014729984045310882,1,True,0.0,6.0,12.0,1.584962500721156,0.00852926186983509,0.009293585203819494,0.0036824960113277204,0.597858643346518,0.0,5.129283016944966,0.024637904309386068,0.002871743281984887,35,64,16384,144,2,"((0, 0), (1, 1))",49050,15,4,3
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0015748214710383742,0.001731412811788717,1,True,0.0,6.0,24.0,2.0,0.0007874107355191871,0.0008657064058943585,0.00043285320294717927,0.5870406329923092,0.0,5.129283016944966,0.0029493917703161785,0.0003375545482806986,35,64,16384,144,2,"((0, 0), (1, 1))",49050,15,4,3
4,3,4,2,6,erased_value,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.002113477522370424,0.0025957085656590564,1,True,0.0,6.0,24.0,1.584962500721156,0.0013334558523679862,0.00163770976567459,0.0006489271414147641,0.5870406329923092,0.0,5.129283016944966,0.004421684666746165,0.0005060568030822127,35,64,16384,144,2,"((0, 0), (1, 1))",49050,15,4,3
4,3,4,2,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.022973901720941783,0.039424451020424765,1,True,0.0,6.0,4.0,2.0,0.011486950860470892,0.019712225510212383,0.009856112755106191,1.480513237025575,0.0,5.584962500721156,0.026628908161355217,0.007059035940766675,48,64,16384,144,2,"((0, 0), (1, 1))",49051,16,4,3
4,3,4,2,1,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.07932444482764045,0.09053806719947449,1,True,0.0,6.0,4.0,1.584962500721156,0.050048152427295864,0.0571231604270005,0.022634516799868623,1.480513237025575,0.0,5.584962500721156,0.06115316292704684,0.016211042990491663,48,64,16384,144,2,"((0, 0), (1, 1))",49051,16,4,3
4,3,4,2,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.006177075896705639,0.008232818443815711,1,True,0.0,6.0,12.0,2.0,0.0030885379483528196,0.0041164092219078555,0.0020582046109539277,0.5687940685559187,0.0,5.584962500721156,0.014474163671779453,0.0014741045159663384,48,64,16384,144,2,"((0, 0), (1, 1))",49051,16,4,3
4,3,4,2,3,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.010071598175135433,0.010458803500734887,1,True,0.0,6.0,12.0,1.584962500721156,0.00635447095470894,0.006598770315370959,0.0026147008751837217,0.5687940685559187,0.0,5.584962500721156,0.01838768032038061,0.0018726721082521858,48,64,16384,144,2,"((0, 0), (1, 1))",49051,16,4,3
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0005113792867218647,0.0006128753330975289,1,True,0.0,6.0,24.0,2.0,0.00025568964336093237,0.00030643766654876443,0.00015321883327438222,0.4080037357283879,0.0,5.584962500721156,0.001502131670445111,0.00010973669617627541,48,64,16384,144,2,"((0, 0), (1, 1))",49051,16,4,3
4,3,4,2,6,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.0015632567650802028,0.0017288673610629324,1,True,0.0,6.0,24.0,1.584962500721156,0.000986305205560966,0.001090793858073172,0.0004322168402657331,0.4080037357283879,0.0,5.584962500721156,0.004237381204308032,0.0003095575593998515,48,64,16384,144,2,"((0, 0), (1, 1))",49051,16,4,3
4,3,4,2,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.046160641889175215,0.08224167812864218,1,True,0.0,6.0,4.0,2.0,0.023080320944587607,0.04112083906432109,0.020560419532160545,1.287820263174065,0.0,6.491853096329675,0.06386114621767384,0.012668444111149016,90,64,16384,144,2,"((0, 0), (1, 1))",49052,17,4,3
4,3,4,2,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.054811595467182575,0.05553838101012779,1,True,0.0,6.0,4.0,2.0,0.027405797733591288,0.027769190505063896,0.013884595252531948,1.287820263174065,0.0,6.491853096329675,0.04312587912947064,0.008555088999399533,90,64,16384,144,2,"((0, 0), (1, 1))",49052,17,4,3
4,3,4,2,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00263540170148882,0.003134289086206223,1,True,0.0,6.0,12.0,2.0,0.00131770085074441,0.0015671445431031114,0.0007835722715515557,0.3396082544131504,0.0,6.491853096329675,0.009229131051665203,0.00048280345221894634,90,64,16384,144,2,"((0, 0), (1, 1))",49052,17,4,3
4,3,4,2,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.005609599584161405,0.006706617700453537,1,True,0.0,6.0,12.0,2.0,0.0028047997920807024,0.0033533088502267685,0.0016766544251133842,0.3396082544131504,0.0,6.491853096329675,0.01974809979822988,0.001033082172522555,90,64,16384,144,2,"((0, 0), (1, 1))",49052,17,4,3
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00020114821515666056,0.0002108875432717306,1,True,0.0,6.0,24.0,2.0,0.00010057410757833028,0.0001054437716358653,5.272188581793265e-05,0.22531042613018482,0.0,6.491853096329675,0.0009359866158607297,3.248495308542347e-05,90,64,16384,144,2,"((0, 0), (1, 1))",49052,17,4,3
4,3,4,2,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0018738381975178693,0.003524485569126687,1,True,0.0,6.0,24.0,2.0,0.0009369190987589347,0.0017622427845633436,0.0008811213922816718,0.22531042613018482,0.0,6.491853096329675,0.015642798381155395,0.0005429090148573047,90,64,16384,144,2,"((0, 0), (1, 1))",49052,17,4,3
4,3,4,2,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.04292016737086159,0.05975802060959857,1,True,0.0,6.0,4.0,2.0,0.021460083685430793,0.029879010304799284,0.014939505152399642,1.2309889970438483,0.0,6.475733430966398,0.04854472359469023,0.00922799266625783,89,64,16384,144,2,"((0, 0), (1, 1))",49053,18,4,3
4,3,4,2,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.03965420502023673,0.05032222618825722,1,True,0.0,6.0,4.0,2.0,0.019827102510118363,0.02516111309412861,0.012580556547064305,1.2309889970438483,0.0,6.475733430966398,0.04087950932876187,0.007770892166070438,89,64,16384,144,2,"((0, 0), (1, 1))",49053,18,4,3
4,3,4,2,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00307374711692701,0.003505370844414611,1,True,0.0,6.0,12.0,2.0,0.001536873558463505,0.0017526854222073055,0.0008763427111036527,0.3350647385242942,0.0,6.475733430966398,0.010461771835058229,0.0005413086998998801,89,64,16384,144,2,"((0, 0), (1, 1))",49053,18,4,3
4,3,4,2,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0027032231849672085,0.003128050059806652,1,True,0.0,6.0,12.0,2.0,0.0013516115924836042,0.001564025029903326,0.000782012514951663,0.3350647385242942,0.0,6.475733430966398,0.009335658755329905,0.000483041819610515,89,64,16384,144,2,"((0, 0), (1, 1))",49053,18,4,3
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00015512659622765184,0.00016189915205194093,1,True,0.0,6.0,24.0,2.0,7.756329811382592e-05,8.094957602597047e-05,4.047478801298523e-05,0.0993580922760267,0.0,6.475733430966398,0.0016294510929433803,2.500089816510253e-05,89,64,16384,144,2,"((0, 0), (1, 1))",49053,18,4,3
4,3,4,2,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0004636213869320161,0.0005977846043929272,1,True,0.0,6.0,24.0,2.0,0.00023181069346600805,0.0002988923021964636,0.0001494461510982318,0.0993580922760267,0.0,6.475733430966398,0.006016466205210763,9.2311490391864e-05,89,64,16384,144,2,"((0, 0), (1, 1))",49053,18,4,3
4,3,4,2,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.015639771350673362,0.022373758528934216,1,True,0.0,6.0,4.0,2.0,0.007819885675336681,0.011186879264467108,0.005593439632233554,0.7800635792496969,0.0,5.906890595608519,0.028681967885815646,0.0037877387716589842,60,64,16384,144,2,"((0, 0), (1, 1))",49054,19,4,3
4,3,4,2,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.09871421702389657,0.1570033450017967,1,True,0.0,6.0,4.0,2.0,0.049357108511948286,0.07850167250089835,0.03925083625044917,0.7800635792496969,0.0,5.906890595608519,0.20126993385950687,0.02657969408109927,60,64,16384,144,2,"((0, 0), (1, 1))",49054,19,4,3
4,3,4,2,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.004991956364840695,0.0068770151665387,1,True,0.0,6.0,12.0,2.0,0.0024959781824203473,0.00343850758326935,0.001719253791634675,0.5154898685894522,0.0,5.906890595608519,0.013340737782793767,0.0011642360824579044,60,64,16384,144,2,"((0, 0), (1, 1))",49054,19,4,3
4,3,4,2,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.02072034406258602,0.03600717394123706,1,True,0.0,6.0,12.0,2.0,0.01036017203129301,0.01800358697061853,0.009001793485309264,0.5154898685894522,0.0,5.906890595608519,0.06985040082313235,0.006095791577383642,60,64,16384,144,2,"((0, 0), (1, 1))",49054,19,4,3
4,3,4,2,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00014466570104209686,0.00016032226634753142,1,True,0.0,6.0,24.0,2.0,7.233285052104843e-05,8.016113317376571e-05,4.0080566586882855e-05,0.3124270960760467,0.0,5.906890595608519,0.0005131509666130495,2.7141566912839575e-05,60,64,16384,144,2,"((0, 0), (1, 1))",49054,19,4,3
4,3,4,2,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.010011051975359722,0.017876154620422923,1,True,0.0,6.0,24.0,2.0,0.005005525987679861,0.008938077310211462,0.004469038655105731,0.3124270960760467,0.0,5.906890595608519,0.05721704309562112,0.003026322280915946,60,64,16384,144,2,"((0, 0), (1, 1))",49054,19,4,3
4,3,4,3,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.07077273924569912,0.08495527988073044,1,True,0.0,6.0,6.0,2.0,0.03538636962284956,0.04247763994036522,0.014159213313455073,1.831044955462111,1.0,6.3750394313469245,0.046397156785967494,0.013326235985771935,83,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49844,0,4,3
4,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.10810615868474502,0.12739244285550075,1,True,0.0,6.0,6.0,2.0,0.05405307934237251,0.06369622142775037,0.021232073809250126,1.831044955462111,1.0,6.3750394313469245,0.06957362924131483,0.01998300468999376,83,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49844,0,4,3
4,3,4,3,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0029702771492162256,0.0038111984451508997,1,True,0.0,6.0,18.0,2.0,0.0014851385746081128,0.0019055992225754498,0.0006351997408584833,0.654995174514227,0.0,6.3750394313469245,0.005818666447393984,0.000597831352447912,83,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49844,0,4,3
4,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.006121087824497478,0.007158468039597079,1,True,0.0,6.0,18.0,2.0,0.003060543912248739,0.0035792340197985397,0.0011930780065995132,0.654995174514227,0.0,6.3750394313469245,0.010929039354993893,0.001122890001965781,83,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49844,0,4,3
4,3,4,3,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0006570448633186031,0.000885172641381495,1,True,0.0,6.0,36.0,2.0,0.00032852243165930155,0.0004425863206907475,0.0001475287735635825,0.4420783344422109,0.0,6.3750394313469245,0.0020022981730112494,0.00013884975158412078,83,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49844,0,4,3
4,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0006927523340899739,0.0007842717598573166,1,True,0.0,6.0,36.0,2.0,0.00034637616704498697,0.0003921358799286583,0.00013071195997621944,0.4420783344422109,0.0,6.3750394313469245,0.001774056086342403,0.00012302226022335597,83,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49844,0,4,3
4,3,4,3,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.08933831918233559,0.11704136677775615,1,True,0.0,6.0,6.0,2.0,0.044669159591167795,0.05852068338887807,0.01950689446295936,1.1910012334547249,0.0,5.129283016944966,0.09827140685510079,0.022818270388103235,35,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49845,1,4,3
4,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.19949669331692413,0.2633412563323906,1,True,0.0,6.0,6.0,2.0,0.09974834665846206,0.1316706281661953,0.04389020938873176,1.1910012334547249,0.0,5.129283016944966,0.22110913820678368,0.05134075375884373,35,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49845,1,4,3
4,3,4,3,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.005915378321084423,0.007097759294419806,1,True,0.0,6.0,18.0,2.0,0.0029576891605422114,0.003548879647209903,0.001182959882403301,0.2813159441574211,0.0,5.129283016944966,0.025230561729014486,0.0013837722096776161,35,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49845,1,4,3
4,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.01233966370770268,0.016238473272589062,1,True,0.0,6.0,18.0,2.0,0.00616983185385134,0.008119236636294531,0.002706412212098177,0.2813159441574211,0.0,5.129283016944966,0.057723259594209854,0.0031658368662723546,35,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49845,1,4,3
4,3,4,3,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00033571051284859803,0.0004156738242825033,1,True,0.0,6.0,36.0,2.0,0.00016785525642429902,0.00020783691214125164,6.927897071375055e-05,0.06817531828104764,0.0,5.129283016944966,0.006097130673727391,8.103936220896644e-05,35,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49845,1,4,3
4,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0008002554641138735,0.000823454423499199,1,True,0.0,6.0,36.0,2.0,0.00040012773205693673,0.0004117272117495995,0.00013724240391653315,0.06817531828104764,0.0,5.129283016944966,0.012078483009123182,0.00016053986897951553,35,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49845,1,4,3
4,3,4,3,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.09717807654757221,0.16239648371466409,1,True,0.0,6.0,6.0,2.0,0.048589038273786106,0.08119824185733204,0.027066080619110682,1.2440389906819078,1.0,4.392317422778761,0.1305397056933465,0.036972847834828244,21,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49846,2,4,3
4,3,4,3,1,erased_value,first,0,zero,2,"(2, 3)",1.0,0.14098346738905151,0.14099404384901132,1,True,0.0,6.0,6.0,1.0,0.14098346738905151,0.14099404384901132,0.023499007308168552,1.2440389906819078,1.0,4.392317422778761,0.11333571126394262,0.0321001490278935,21,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49846,2,4,3
4,3,4,3,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.016647723128690523,0.02827797347459441,1,True,0.0,6.0,18.0,2.0,0.008323861564345262,0.014138986737297205,0.004712995579099068,0.7355921302681808,0.0,4.392317422778761,0.03844246330406618,0.006438053253606749,21,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49846,2,4,3
4,3,4,3,3,erased_value,first,0,zero,2,"(2, 3)",1.0,0.04207716771125332,0.04207887518191145,1,True,0.0,6.0,18.0,1.0,0.04207716771125332,0.04207887518191145,0.007013145863651909,0.7355921302681808,0.0,4.392317422778761,0.05720408559369771,0.009580107977553824,21,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49846,2,4,3
4,3,4,3,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.001511575394071811,0.0024150303831166476,1,True,0.0,6.0,36.0,2.0,0.0007557876970359055,0.0012075151915583238,0.0004025050638527746,0.4216951930198802,0.0,4.392317422778761,0.005726957345237736,0.0005498305679348648,21,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49846,2,4,3
4,3,4,3,6,erased_value,first,0,zero,2,"(2, 3)",1.0,0.01374683623119434,0.013746933284189225,1,True,0.0,6.0,36.0,1.0,0.01374683623119434,0.013746933284189225,0.002291155547364871,0.4216951930198802,0.0,4.392317422778761,0.03259921742466044,0.0031297677196317816,21,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49846,2,4,3
4,3,4,3,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.07913125576219211,0.08216212097807127,1,True,0.0,6.0,6.0,2.0,0.039565627881096056,0.041081060489035634,0.013693686829678545,1.97081697628849,1.0,6.672425341971495,0.04168937144676001,0.01231368157261313,102,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49847,3,4,3
4,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.16290431393698032,0.18557778133317346,1,True,0.0,6.0,6.0,2.0,0.08145215696849016,0.09278889066658673,0.030929630222195578,1.97081697628849,1.0,6.672425341971495,0.09416286929020669,0.027812642603257807,102,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49847,3,4,3
4,3,4,3,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.002858367203718867,0.0029933777080651284,1,True,0.0,6.0,18.0,2.0,0.0014291836018594335,0.0014966888540325642,0.0004988962846775214,0.15437922762991607,0.0,6.672425341971495,0.019389769945221975,0.0004486191384167182,102,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49847,3,4,3
4,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.011690099073082029,0.01746733313869268,1,True,0.0,6.0,18.0,2.0,0.0058450495365410145,0.00873366656934634,0.0029112221897821134,0.15437922762991607,0.0,6.672425341971495,0.11314561814343349,0.002617838678361536,102,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49847,3,4,3
4,3,4,3,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,9.313530374956967e-05,9.44677954850659e-05,1,True,0.0,6.0,36.0,2.0,4.6567651874784834e-05,4.723389774253295e-05,1.5744632580844315e-05,0.005218339727114141,0.0,6.672425341971495,0.018103036679313463,1.4157939676122863e-05,102,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49847,3,4,3
4,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0002390487583444278,0.0002803331384241353,1,True,0.0,6.0,36.0,2.0,0.0001195243791722139,0.00014016656921206764,4.6722189737355883e-05,0.005218339727114141,0.0,6.672425341971495,0.05372075278417448,4.2013679293008845e-05,102,64,16384,144,2,"((0, 0), (1, 1), (2, 2))",49847,3,4,3
